date,state,district,type,beds
2019-01-01,Sarawak,Meradong,hospital_moh,0
2020-01-01,Sarawak,Meradong,hospital_moh,0
2021-01-01,Sarawak,Meradong,hospital_moh,0
2022-01-01,Sarawak,Meradong,hospital_moh,0
2015-01-01,Sarawak,Meradong,hospital_non_moh,0
2016-01-01,Sarawak,Meradong,hospital_non_moh,0
2017-01-01,Sarawak,Meradong,hospital_non_moh,0
2018-01-01,Sarawak,Meradong,hospital_non_moh,0
2019-01-01,Sarawak,Meradong,hospital_non_moh,0
2020-01-01,Sarawak,Meradong,hospital_non_moh,0
2021-01-01,Sarawak,Meradong,hospital_non_moh,0
2022-01-01,Sarawak,Meradong,hospital_non_moh,0
2015-01-01,Sarawak,Meradong,special_medical_institution,0
2016-01-01,Sarawak,Meradong,special_medical_institution,0
2017-01-01,Sarawak,Meradong,special_medical_institution,0
2018-01-01,Sarawak,Meradong,special_medical_institution,0
2019-01-01,Sarawak,Meradong,special_medical_institution,0
2020-01-01,Sarawak,Meradong,special_medical_institution,0
2021-01-01,Sarawak,Meradong,special_medical_institution,0
2022-01-01,Sarawak,Meradong,special_medical_institution,0
2015-01-01,Sarawak,Miri,all,339
2016-01-01,Sarawak,Miri,all,345
2017-01-01,Sarawak,Miri,all,345
2018-01-01,Sarawak,Miri,all,349
2019-01-01,Sarawak,Miri,all,349
2020-01-01,Sarawak,Miri,all,349
2021-01-01,Sarawak,Miri,all,349
2022-01-01,Sarawak,Miri,all,349
2015-01-01,Sarawak,Miri,hospital_moh,339
2016-01-01,Sarawak,Miri,hospital_moh,345
2017-01-01,Sarawak,Miri,hospital_moh,345
2018-01-01,Sarawak,Miri,hospital_moh,349
2019-01-01,Sarawak,Miri,hospital_moh,349
2020-01-01,Sarawak,Miri,hospital_moh,349
2021-01-01,Sarawak,Miri,hospital_moh,349
2022-01-01,Sarawak,Miri,hospital_moh,349
2015-01-01,Sarawak,Miri,hospital_non_moh,0
2016-01-01,Sarawak,Miri,hospital_non_moh,0
2017-01-01,Sarawak,Miri,hospital_non_moh,0
2018-01-01,Sarawak,Miri,hospital_non_moh,0
2019-01-01,Sarawak,Miri,hospital_non_moh,0
2020-01-01,Sarawak,Miri,hospital_non_moh,0
2021-01-01,Sarawak,Miri,hospital_non_moh,0
2022-01-01,Sarawak,Miri,hospital_non_moh,0
2015-01-01,Sarawak,Miri,special_medical_institution,0
2016-01-01,Sarawak,Miri,special_medical_institution,0
2017-01-01,Sarawak,Miri,special_medical_institution,0
2018-01-01,Sarawak,Miri,special_medical_institution,0
2019-01-01,Sarawak,Miri,special_medical_institution,0
2020-01-01,Sarawak,Miri,special_medical_institution,0
2021-01-01,Sarawak,Miri,special_medical_institution,0
2022-01-01,Sarawak,Miri,special_medical_institution,0
2015-01-01,Sarawak,Mukah,all,80
2016-01-01,Sarawak,Mukah,all,80
2017-01-01,Sarawak,Mukah,all,80
2018-01-01,Sarawak,Mukah,all,80
2019-01-01,Sarawak,Mukah,all,80
2020-01-01,Sarawak,Mukah,all,80
2021-01-01,Sarawak,Mukah,all,80
2022-01-01,Sarawak,Mukah,all,80
2015-01-01,Sarawak,Mukah,hospital_moh,80
2016-01-01,Sarawak,Mukah,hospital_moh,80
2017-01-01,Sarawak,Mukah,hospital_moh,80
2018-01-01,Sarawak,Mukah,hospital_moh,80
2019-01-01,Sarawak,Mukah,hospital_moh,80
2020-01-01,Sarawak,Mukah,hospital_moh,80
2021-01-01,Sarawak,Mukah,hospital_moh,80
2022-01-01,Sarawak,Mukah,hospital_moh,80
2015-01-01,Sarawak,Mukah,hospital_non_moh,0
2016-01-01,Sarawak,Mukah,hospital_non_moh,0
2017-01-01,Sarawak,Mukah,hospital_non_moh,0
2018-01-01,Sarawak,Mukah,hospital_non_moh,0
2019-01-01,Sarawak,Mukah,hospital_non_moh,0
2020-01-01,Sarawak,Mukah,hospital_non_moh,0
2021-01-01,Sarawak,Mukah,hospital_non_moh,0
2022-01-01,Sarawak,Mukah,hospital_non_moh,0
2015-01-01,Sarawak,Mukah,special_medical_institution,0
2016-01-01,Sarawak,Mukah,special_medical_institution,0
2017-01-01,Sarawak,Mukah,special_medical_institution,0
2018-01-01,Sarawak,Mukah,special_medical_institution,0
2019-01-01,Sarawak,Mukah,special_medical_institution,0
2020-01-01,Sarawak,Mukah,special_medical_institution,0
2021-01-01,Sarawak,Mukah,special_medical_institution,0
2022-01-01,Sarawak,Mukah,special_medical_institution,0
2015-01-01,Sarawak,Pakan,all,0
2016-01-01,Sarawak,Pakan,all,0
2017-01-01,Sarawak,Pakan,all,0
2018-01-01,Sarawak,Pakan,all,0
2019-01-01,Sarawak,Pakan,all,0
2020-01-01,Sarawak,Pakan,all,0
2021-01-01,Sarawak,Pakan,all,0
2022-01-01,Sarawak,Pakan,all,0
2015-01-01,Sarawak,Pakan,hospital_moh,0
2016-01-01,Sarawak,Pakan,hospital_moh,0
2017-01-01,Sarawak,Pakan,hospital_moh,0
2018-01-01,Sarawak,Pakan,hospital_moh,0
2019-01-01,Sarawak,Pakan,hospital_moh,0
2020-01-01,Sarawak,Pakan,hospital_moh,0
2021-01-01,Sarawak,Pakan,hospital_moh,0
2022-01-01,Sarawak,Pakan,hospital_moh,0
2015-01-01,Sarawak,Pakan,hospital_non_moh,0
2016-01-01,Sarawak,Pakan,hospital_non_moh,0
2017-01-01,Sarawak,Pakan,hospital_non_moh,0
2018-01-01,Sarawak,Pakan,hospital_non_moh,0
2019-01-01,Sarawak,Pakan,hospital_non_moh,0
2020-01-01,Sarawak,Pakan,hospital_non_moh,0
2021-01-01,Sarawak,Pakan,hospital_non_moh,0
2022-01-01,Sarawak,Pakan,hospital_non_moh,0
2015-01-01,Sarawak,Pakan,special_medical_institution,0
2016-01-01,Sarawak,Pakan,special_medical_institution,0
2017-01-01,Sarawak,Pakan,special_medical_institution,0
2018-01-01,Sarawak,Pakan,special_medical_institution,0
2019-01-01,Sarawak,Pakan,special_medical_institution,0
2020-01-01,Sarawak,Pakan,special_medical_institution,0
2021-01-01,Sarawak,Pakan,special_medical_institution,0
2022-01-01,Sarawak,Pakan,special_medical_institution,0
2015-01-01,Sarawak,Pusa,all,0
2016-01-01,Sarawak,Pusa,all,0
2017-01-01,Sarawak,Pusa,all,0
2018-01-01,Sarawak,Pusa,all,0
2019-01-01,Sarawak,Pusa,all,0
2020-01-01,Sarawak,Pusa,all,0
2021-01-01,Sarawak,Pusa,all,0
2022-01-01,Sarawak,Pusa,all,0
2015-01-01,Sarawak,Pusa,hospital_moh,0
2016-01-01,Sarawak,Pusa,hospital_moh,0
2017-01-01,Sarawak,Pusa,hospital_moh,0
2018-01-01,Sarawak,Pusa,hospital_moh,0
2019-01-01,Sarawak,Pusa,hospital_moh,0
2020-01-01,Sarawak,Pusa,hospital_moh,0
2021-01-01,Sarawak,Pusa,hospital_moh,0
2022-01-01,Sarawak,Pusa,hospital_moh,0
2015-01-01,Sarawak,Pusa,hospital_non_moh,0
2016-01-01,Sarawak,Pusa,hospital_non_moh,0
2017-01-01,Sarawak,Pusa,hospital_non_moh,0
2018-01-01,Sarawak,Pusa,hospital_non_moh,0
2019-01-01,Sarawak,Pusa,hospital_non_moh,0
2020-01-01,Sarawak,Pusa,hospital_non_moh,0
2021-01-01,Sarawak,Pusa,hospital_non_moh,0
2022-01-01,Sarawak,Pusa,hospital_non_moh,0
2015-01-01,Sarawak,Pusa,special_medical_institution,0
2016-01-01,Sarawak,Pusa,special_medical_institution,0
2017-01-01,Sarawak,Pusa,special_medical_institution,0
2018-01-01,Sarawak,Pusa,special_medical_institution,0
2019-01-01,Sarawak,Pusa,special_medical_institution,0
2020-01-01,Sarawak,Pusa,special_medical_institution,0
2021-01-01,Sarawak,Pusa,special_medical_institution,0
2022-01-01,Sarawak,Pusa,special_medical_institution,0
2015-01-01,Sarawak,Samarahan,all,0
2016-01-01,Sarawak,Samarahan,all,106
2017-01-01,Sarawak,Samarahan,all,112
2018-01-01,Sarawak,Samarahan,all,128
2019-01-01,Sarawak,Samarahan,all,128
2020-01-01,Sarawak,Samarahan,all,128
2021-01-01,Sarawak,Samarahan,all,128
2022-01-01,Sarawak,Samarahan,all,128
2015-01-01,Sarawak,Samarahan,hospital_moh,0
2016-01-01,Sarawak,Samarahan,hospital_moh,106
2017-01-01,Sarawak,Samarahan,hospital_moh,112
2018-01-01,Sarawak,Samarahan,hospital_moh,128
2019-01-01,Sarawak,Samarahan,hospital_moh,128
2020-01-01,Sarawak,Samarahan,hospital_moh,0
2021-01-01,Sarawak,Samarahan,hospital_moh,0
2022-01-01,Sarawak,Samarahan,hospital_moh,0
2015-01-01,Sarawak,Samarahan,hospital_non_moh,0
2016-01-01,Sarawak,Samarahan,hospital_non_moh,0
2017-01-01,Sarawak,Samarahan,hospital_non_moh,0
2018-01-01,Sarawak,Samarahan,hospital_non_moh,0
2019-01-01,Sarawak,Samarahan,hospital_non_moh,0
2020-01-01,Sarawak,Samarahan,hospital_non_moh,0
2021-01-01,Sarawak,Samarahan,hospital_non_moh,0
2022-01-01,Sarawak,Samarahan,hospital_non_moh,0
2015-01-01,Sarawak,Samarahan,special_medical_institution,0
2016-01-01,Sarawak,Samarahan,special_medical_institution,0
2017-01-01,Sarawak,Samarahan,special_medical_institution,0
2018-01-01,Sarawak,Samarahan,special_medical_institution,0
2019-01-01,Sarawak,Samarahan,special_medical_institution,0
2020-01-01,Sarawak,Samarahan,special_medical_institution,128
2021-01-01,Sarawak,Samarahan,special_medical_institution,128
2022-01-01,Sarawak,Samarahan,special_medical_institution,128
2015-01-01,Sarawak,Saratok,all,106
2016-01-01,Sarawak,Saratok,all,106
2017-01-01,Sarawak,Saratok,all,106
2018-01-01,Sarawak,Saratok,all,106
2019-01-01,Sarawak,Saratok,all,106
2020-01-01,Sarawak,Saratok,all,106
2021-01-01,Sarawak,Saratok,all,106
2022-01-01,Sarawak,Saratok,all,106
2015-01-01,Sarawak,Saratok,hospital_moh,106
2016-01-01,Sarawak,Saratok,hospital_moh,106
2017-01-01,Sarawak,Saratok,hospital_moh,106
2018-01-01,Sarawak,Saratok,hospital_moh,106
2019-01-01,Sarawak,Saratok,hospital_moh,106
2020-01-01,Sarawak,Saratok,hospital_moh,106
2021-01-01,Sarawak,Saratok,hospital_moh,106
2022-01-01,Sarawak,Saratok,hospital_moh,106
2015-01-01,Sarawak,Saratok,hospital_non_moh,0
2016-01-01,Sarawak,Saratok,hospital_non_moh,0
2017-01-01,Sarawak,Saratok,hospital_non_moh,0
2018-01-01,Sarawak,Saratok,hospital_non_moh,0
2019-01-01,Sarawak,Saratok,hospital_non_moh,0
2020-01-01,Sarawak,Saratok,hospital_non_moh,0
2021-01-01,Sarawak,Saratok,hospital_non_moh,0
2022-01-01,Sarawak,Saratok,hospital_non_moh,0
2015-01-01,Sarawak,Saratok,special_medical_institution,0
2016-01-01,Sarawak,Saratok,special_medical_institution,0
2017-01-01,Sarawak,Saratok,special_medical_institution,0
2018-01-01,Sarawak,Saratok,special_medical_institution,0
2019-01-01,Sarawak,Saratok,special_medical_institution,0
2020-01-01,Sarawak,Saratok,special_medical_institution,0
2021-01-01,Sarawak,Saratok,special_medical_institution,0
2022-01-01,Sarawak,Saratok,special_medical_institution,0
2015-01-01,Sarawak,Sarikei,all,212
2016-01-01,Sarawak,Sarikei,all,212
2017-01-01,Sarawak,Sarikei,all,212
2018-01-01,Sarawak,Sarikei,all,212
2019-01-01,Sarawak,Sarikei,all,212
2020-01-01,Sarawak,Sarikei,all,212
2021-01-01,Sarawak,Sarikei,all,212
2022-01-01,Sarawak,Sarikei,all,212
2015-01-01,Sarawak,Sarikei,hospital_moh,212
2016-01-01,Sarawak,Sarikei,hospital_moh,212
2017-01-01,Sarawak,Sarikei,hospital_moh,212
2018-01-01,Sarawak,Sarikei,hospital_moh,212
2019-01-01,Sarawak,Sarikei,hospital_moh,212
2020-01-01,Sarawak,Sarikei,hospital_moh,212
2021-01-01,Sarawak,Sarikei,hospital_moh,212
2022-01-01,Sarawak,Sarikei,hospital_moh,212
2015-01-01,Sarawak,Sarikei,hospital_non_moh,0
2016-01-01,Sarawak,Sarikei,hospital_non_moh,0
2017-01-01,Sarawak,Sarikei,hospital_non_moh,0
2018-01-01,Sarawak,Sarikei,hospital_non_moh,0
2019-01-01,Sarawak,Sarikei,hospital_non_moh,0
2020-01-01,Sarawak,Sarikei,hospital_non_moh,0
2021-01-01,Sarawak,Sarikei,hospital_non_moh,0
2022-01-01,Sarawak,Sarikei,hospital_non_moh,0
2015-01-01,Sarawak,Sarikei,special_medical_institution,0
2016-01-01,Sarawak,Sarikei,special_medical_institution,0
2017-01-01,Sarawak,Sarikei,special_medical_institution,0
2018-01-01,Sarawak,Sarikei,special_medical_institution,0
2019-01-01,Sarawak,Sarikei,special_medical_institution,0
2020-01-01,Sarawak,Sarikei,special_medical_institution,0
2021-01-01,Sarawak,Sarikei,special_medical_institution,0
2022-01-01,Sarawak,Sarikei,special_medical_institution,0
2015-01-01,Sarawak,Sebauh,all,0
2016-01-01,Sarawak,Sebauh,all,0
2017-01-01,Sarawak,Sebauh,all,0
2018-01-01,Sarawak,Sebauh,all,0
2019-01-01,Sarawak,Sebauh,all,0
2020-01-01,Sarawak,Sebauh,all,0
2021-01-01,Sarawak,Sebauh,all,0
2022-01-01,Sarawak,Sebauh,all,0
2015-01-01,Sarawak,Sebauh,hospital_moh,0
2016-01-01,Sarawak,Sebauh,hospital_moh,0
2017-01-01,Sarawak,Sebauh,hospital_moh,0
2018-01-01,Sarawak,Sebauh,hospital_moh,0
2019-01-01,Sarawak,Sebauh,hospital_moh,0
2020-01-01,Sarawak,Sebauh,hospital_moh,0
2021-01-01,Sarawak,Sebauh,hospital_moh,0
2022-01-01,Sarawak,Sebauh,hospital_moh,0
2015-01-01,Sarawak,Sebauh,hospital_non_moh,0
2016-01-01,Sarawak,Sebauh,hospital_non_moh,0
2017-01-01,Sarawak,Sebauh,hospital_non_moh,0
2018-01-01,Sarawak,Sebauh,hospital_non_moh,0
2019-01-01,Sarawak,Sebauh,hospital_non_moh,0
2020-01-01,Sarawak,Sebauh,hospital_non_moh,0
2021-01-01,Sarawak,Sebauh,hospital_non_moh,0
2022-01-01,Sarawak,Sebauh,hospital_non_moh,0
2015-01-01,Sarawak,Sebauh,special_medical_institution,0
2016-01-01,Sarawak,Sebauh,special_medical_institution,0
2017-01-01,Sarawak,Sebauh,special_medical_institution,0
2018-01-01,Sarawak,Sebauh,special_medical_institution,0
2019-01-01,Sarawak,Sebauh,special_medical_institution,0
2020-01-01,Sarawak,Sebauh,special_medical_institution,0
2021-01-01,Sarawak,Sebauh,special_medical_institution,0
2022-01-01,Sarawak,Sebauh,special_medical_institution,0
2015-01-01,Sarawak,Selangau,all,0
2016-01-01,Sarawak,Selangau,all,0
2017-01-01,Sarawak,Selangau,all,0
2018-01-01,Sarawak,Selangau,all,0
2019-01-01,Sarawak,Selangau,all,0
2020-01-01,Sarawak,Selangau,all,0
2021-01-01,Sarawak,Selangau,all,0
2022-01-01,Sarawak,Selangau,all,0
2015-01-01,Sarawak,Selangau,hospital_moh,0
2016-01-01,Sarawak,Selangau,hospital_moh,0
2017-01-01,Sarawak,Selangau,hospital_moh,0
2018-01-01,Sarawak,Selangau,hospital_moh,0
2019-01-01,Sarawak,Selangau,hospital_moh,0
2020-01-01,Sarawak,Selangau,hospital_moh,0
2021-01-01,Sarawak,Selangau,hospital_moh,0
2022-01-01,Sarawak,Selangau,hospital_moh,0
2015-01-01,Sarawak,Selangau,hospital_non_moh,0
2016-01-01,Sarawak,Selangau,hospital_non_moh,0
2017-01-01,Sarawak,Selangau,hospital_non_moh,0
2018-01-01,Sarawak,Selangau,hospital_non_moh,0
2019-01-01,Sarawak,Selangau,hospital_non_moh,0
2020-01-01,Sarawak,Selangau,hospital_non_moh,0
2021-01-01,Sarawak,Selangau,hospital_non_moh,0
2022-01-01,Sarawak,Selangau,hospital_non_moh,0
2015-01-01,Sarawak,Selangau,special_medical_institution,0
2016-01-01,Sarawak,Selangau,special_medical_institution,0
2017-01-01,Sarawak,Selangau,special_medical_institution,0
2018-01-01,Sarawak,Selangau,special_medical_institution,0
2019-01-01,Sarawak,Selangau,special_medical_institution,0
2020-01-01,Sarawak,Selangau,special_medical_institution,0
2021-01-01,Sarawak,Selangau,special_medical_institution,0
2022-01-01,Sarawak,Selangau,special_medical_institution,0
2015-01-01,Sarawak,Serian,all,84
2016-01-01,Sarawak,Serian,all,84
2017-01-01,Sarawak,Serian,all,84
2018-01-01,Sarawak,Serian,all,84
2019-01-01,Sarawak,Serian,all,84
2020-01-01,Sarawak,Serian,all,84
2021-01-01,Sarawak,Serian,all,84
2022-01-01,Sarawak,Serian,all,84
2015-01-01,Sarawak,Serian,hospital_moh,84
2016-01-01,Sarawak,Serian,hospital_moh,84
2017-01-01,Sarawak,Serian,hospital_moh,84
2018-01-01,Sarawak,Serian,hospital_moh,84
2019-01-01,Sarawak,Serian,hospital_moh,84
2020-01-01,Sarawak,Serian,hospital_moh,84
2021-01-01,Sarawak,Serian,hospital_moh,84
2022-01-01,Sarawak,Serian,hospital_moh,84
2015-01-01,Sarawak,Serian,hospital_non_moh,0
2016-01-01,Sarawak,Serian,hospital_non_moh,0
2017-01-01,Sarawak,Serian,hospital_non_moh,0
2018-01-01,Sarawak,Serian,hospital_non_moh,0
2019-01-01,Sarawak,Serian,hospital_non_moh,0
2020-01-01,Sarawak,Serian,hospital_non_moh,0
2021-01-01,Sarawak,Serian,hospital_non_moh,0
2022-01-01,Sarawak,Serian,hospital_non_moh,0
2015-01-01,Sarawak,Serian,special_medical_institution,0
2016-01-01,Sarawak,Serian,special_medical_institution,0
2017-01-01,Sarawak,Serian,special_medical_institution,0
2018-01-01,Sarawak,Serian,special_medical_institution,0
2019-01-01,Sarawak,Serian,special_medical_institution,0
2020-01-01,Sarawak,Serian,special_medical_institution,0
2021-01-01,Sarawak,Serian,special_medical_institution,0
2022-01-01,Sarawak,Serian,special_medical_institution,0
2015-01-01,Sarawak,Sibu,all,620
2016-01-01,Sarawak,Sibu,all,630
2017-01-01,Sarawak,Sibu,all,630
2018-01-01,Sarawak,Sibu,all,662
2019-01-01,Sarawak,Sibu,all,662
2020-01-01,Sarawak,Sibu,all,662
2021-01-01,Sarawak,Sibu,all,642
2022-01-01,Sarawak,Sibu,all,662
2015-01-01,Sarawak,Sibu,hospital_moh,620
2016-01-01,Sarawak,Sibu,hospital_moh,630
2017-01-01,Sarawak,Sibu,hospital_moh,630
2018-01-01,Sarawak,Sibu,hospital_moh,662
2019-01-01,Sarawak,Sibu,hospital_moh,662
2020-01-01,Sarawak,Sibu,hospital_moh,662
2021-01-01,Sarawak,Sibu,hospital_moh,642
2022-01-01,Sarawak,Sibu,hospital_moh,662
2015-01-01,Sarawak,Sibu,hospital_non_moh,0
2016-01-01,Sarawak,Sibu,hospital_non_moh,0
2017-01-01,Sarawak,Sibu,hospital_non_moh,0
2018-01-01,Sarawak,Sibu,hospital_non_moh,0
2019-01-01,Sarawak,Sibu,hospital_non_moh,0
2020-01-01,Sarawak,Sibu,hospital_non_moh,0
2021-01-01,Sarawak,Sibu,hospital_non_moh,0
2022-01-01,Sarawak,Sibu,hospital_non_moh,0
2015-01-01,Sarawak,Sibu,special_medical_institution,0
2016-01-01,Sarawak,Sibu,special_medical_institution,0
2017-01-01,Sarawak,Sibu,special_medical_institution,0
2018-01-01,Sarawak,Sibu,special_medical_institution,0
2019-01-01,Sarawak,Sibu,special_medical_institution,0
2020-01-01,Sarawak,Sibu,special_medical_institution,0
2021-01-01,Sarawak,Sibu,special_medical_institution,0
2022-01-01,Sarawak,Sibu,special_medical_institution,0
2015-01-01,Sarawak,Simunjan,all,42
2016-01-01,Sarawak,Simunjan,all,42
2017-01-01,Sarawak,Simunjan,all,42
2018-01-01,Sarawak,Simunjan,all,42
2019-01-01,Sarawak,Simunjan,all,42
2020-01-01,Sarawak,Simunjan,all,42
2021-01-01,Sarawak,Simunjan,all,42
2022-01-01,Sarawak,Simunjan,all,42
2015-01-01,Sarawak,Simunjan,hospital_moh,42
2016-01-01,Sarawak,Simunjan,hospital_moh,42
2017-01-01,Sarawak,Simunjan,hospital_moh,42
2018-01-01,Sarawak,Simunjan,hospital_moh,42
2019-01-01,Sarawak,Simunjan,hospital_moh,42
2020-01-01,Sarawak,Simunjan,hospital_moh,42
2021-01-01,Sarawak,Simunjan,hospital_moh,42
2022-01-01,Sarawak,Simunjan,hospital_moh,42
2015-01-01,Sarawak,Simunjan,hospital_non_moh,0
2016-01-01,Sarawak,Simunjan,hospital_non_moh,0
2017-01-01,Sarawak,Simunjan,hospital_non_moh,0
2018-01-01,Sarawak,Simunjan,hospital_non_moh,0
2019-01-01,Sarawak,Simunjan,hospital_non_moh,0
2020-01-01,Sarawak,Simunjan,hospital_non_moh,0
2021-01-01,Sarawak,Simunjan,hospital_non_moh,0
2022-01-01,Sarawak,Simunjan,hospital_non_moh,0
2015-01-01,Sarawak,Simunjan,special_medical_institution,0
2016-01-01,Sarawak,Simunjan,special_medical_institution,0
2017-01-01,Sarawak,Simunjan,special_medical_institution,0
2018-01-01,Sarawak,Simunjan,special_medical_institution,0
2019-01-01,Sarawak,Simunjan,special_medical_institution,0
2020-01-01,Sarawak,Simunjan,special_medical_institution,0
2021-01-01,Sarawak,Simunjan,special_medical_institution,0
2022-01-01,Sarawak,Simunjan,special_medical_institution,0
2015-01-01,Sarawak,Song,all,0
2016-01-01,Sarawak,Song,all,0
2017-01-01,Sarawak,Song,all,0
2018-01-01,Sarawak,Song,all,0
2019-01-01,Sarawak,Song,all,0
2020-01-01,Sarawak,Song,all,0
2021-01-01,Sarawak,Song,all,0
2022-01-01,Sarawak,Song,all,0
2015-01-01,Sarawak,Song,hospital_moh,0
2016-01-01,Sarawak,Song,hospital_moh,0
2017-01-01,Sarawak,Song,hospital_moh,0
2018-01-01,Sarawak,Song,hospital_moh,0
2019-01-01,Sarawak,Song,hospital_moh,0
2020-01-01,Sarawak,Song,hospital_moh,0
2021-01-01,Sarawak,Song,hospital_moh,0
2022-01-01,Sarawak,Song,hospital_moh,0
2015-01-01,Sarawak,Song,hospital_non_moh,0
2016-01-01,Sarawak,Song,hospital_non_moh,0
2017-01-01,Sarawak,Song,hospital_non_moh,0
2018-01-01,Sarawak,Song,hospital_non_moh,0
2019-01-01,Sarawak,Song,hospital_non_moh,0
2020-01-01,Sarawak,Song,hospital_non_moh,0
2021-01-01,Sarawak,Song,hospital_non_moh,0
2022-01-01,Sarawak,Song,hospital_non_moh,0
2015-01-01,Sarawak,Song,special_medical_institution,0
2016-01-01,Sarawak,Song,special_medical_institution,0
2017-01-01,Sarawak,Song,special_medical_institution,0
2018-01-01,Sarawak,Song,special_medical_institution,0
2019-01-01,Sarawak,Song,special_medical_institution,0
2020-01-01,Sarawak,Song,special_medical_institution,0
2021-01-01,Sarawak,Song,special_medical_institution,0
2022-01-01,Sarawak,Song,special_medical_institution,0
2015-01-01,Sarawak,Sri Aman,all,96
2016-01-01,Sarawak,Sri Aman,all,96
2017-01-01,Sarawak,Sri Aman,all,96
2018-01-01,Sarawak,Sri Aman,all,96
2019-01-01,Sarawak,Sri Aman,all,96
2020-01-01,Sarawak,Sri Aman,all,96
2021-01-01,Sarawak,Sri Aman,all,92
2022-01-01,Sarawak,Sri Aman,all,92
2015-01-01,Sarawak,Sri Aman,hospital_moh,96
2016-01-01,Sarawak,Sri Aman,hospital_moh,96
2017-01-01,Sarawak,Sri Aman,hospital_moh,96
2018-01-01,Sarawak,Sri Aman,hospital_moh,96
2019-01-01,Sarawak,Sri Aman,hospital_moh,96
2020-01-01,Sarawak,Sri Aman,hospital_moh,96
2021-01-01,Sarawak,Sri Aman,hospital_moh,92
2022-01-01,Sarawak,Sri Aman,hospital_moh,92
2015-01-01,Sarawak,Sri Aman,hospital_non_moh,0
2016-01-01,Sarawak,Sri Aman,hospital_non_moh,0
2017-01-01,Sarawak,Sri Aman,hospital_non_moh,0
2018-01-01,Sarawak,Sri Aman,hospital_non_moh,0
2019-01-01,Sarawak,Sri Aman,hospital_non_moh,0
2020-01-01,Sarawak,Sri Aman,hospital_non_moh,0
2021-01-01,Sarawak,Sri Aman,hospital_non_moh,0
2022-01-01,Sarawak,Sri Aman,hospital_non_moh,0
2015-01-01,Sarawak,Sri Aman,special_medical_institution,0
2016-01-01,Sarawak,Sri Aman,special_medical_institution,0
2017-01-01,Sarawak,Sri Aman,special_medical_institution,0
2018-01-01,Sarawak,Sri Aman,special_medical_institution,0
2019-01-01,Sarawak,Sri Aman,special_medical_institution,0
2020-01-01,Sarawak,Sri Aman,special_medical_institution,0
2021-01-01,Sarawak,Sri Aman,special_medical_institution,0
2022-01-01,Sarawak,Sri Aman,special_medical_institution,0
2015-01-01,Sarawak,Subis,all,0
2016-01-01,Sarawak,Subis,all,0
2017-01-01,Sarawak,Subis,all,0
2018-01-01,Sarawak,Subis,all,0
2019-01-01,Sarawak,Subis,all,0
2020-01-01,Sarawak,Subis,all,0
2021-01-01,Sarawak,Subis,all,0
2022-01-01,Sarawak,Subis,all,0
2015-01-01,Sarawak,Subis,hospital_moh,0
2016-01-01,Sarawak,Subis,hospital_moh,0
2017-01-01,Sarawak,Subis,hospital_moh,0
2018-01-01,Sarawak,Subis,hospital_moh,0
2019-01-01,Sarawak,Subis,hospital_moh,0
2020-01-01,Sarawak,Subis,hospital_moh,0
2021-01-01,Sarawak,Subis,hospital_moh,0
2022-01-01,Sarawak,Subis,hospital_moh,0
2015-01-01,Sarawak,Subis,hospital_non_moh,0
2016-01-01,Sarawak,Subis,hospital_non_moh,0
2017-01-01,Sarawak,Subis,hospital_non_moh,0
2018-01-01,Sarawak,Subis,hospital_non_moh,0
2019-01-01,Sarawak,Subis,hospital_non_moh,0
2020-01-01,Sarawak,Subis,hospital_non_moh,0
2021-01-01,Sarawak,Subis,hospital_non_moh,0
2022-01-01,Sarawak,Subis,hospital_non_moh,0
2015-01-01,Sarawak,Subis,special_medical_institution,0
2016-01-01,Sarawak,Subis,special_medical_institution,0
2017-01-01,Sarawak,Subis,special_medical_institution,0
2018-01-01,Sarawak,Subis,special_medical_institution,0
2019-01-01,Sarawak,Subis,special_medical_institution,0
2020-01-01,Sarawak,Subis,special_medical_institution,0
2021-01-01,Sarawak,Subis,special_medical_institution,0
2022-01-01,Sarawak,Subis,special_medical_institution,0
2015-01-01,Sarawak,Tanjung Manis,all,0
2016-01-01,Sarawak,Tanjung Manis,all,0
2017-01-01,Sarawak,Tanjung Manis,all,0
2018-01-01,Sarawak,Tanjung Manis,all,0
2019-01-01,Sarawak,Tanjung Manis,all,0
2020-01-01,Sarawak,Tanjung Manis,all,0
2021-01-01,Sarawak,Tanjung Manis,all,0
2022-01-01,Sarawak,Tanjung Manis,all,0
2015-01-01,Sarawak,Tanjung Manis,hospital_moh,0
2016-01-01,Sarawak,Tanjung Manis,hospital_moh,0
2017-01-01,Sarawak,Tanjung Manis,hospital_moh,0
2018-01-01,Sarawak,Tanjung Manis,hospital_moh,0
2019-01-01,Sarawak,Tanjung Manis,hospital_moh,0
2020-01-01,Sarawak,Tanjung Manis,hospital_moh,0
2021-01-01,Sarawak,Tanjung Manis,hospital_moh,0
2022-01-01,Sarawak,Tanjung Manis,hospital_moh,0
2015-01-01,Sarawak,Tanjung Manis,hospital_non_moh,0
2016-01-01,Sarawak,Tanjung Manis,hospital_non_moh,0
2017-01-01,Sarawak,Tanjung Manis,hospital_non_moh,0
2018-01-01,Sarawak,Tanjung Manis,hospital_non_moh,0
2019-01-01,Sarawak,Tanjung Manis,hospital_non_moh,0
2020-01-01,Sarawak,Tanjung Manis,hospital_non_moh,0
